14.56, 0.90, 177.81
14.77, 0.88, 167.07
14.77, 0.88, 167.07
15.43, 0.88, 167.07
15.66, 0.89, 167.07
15.78, 0.88, 167.07
15.78, 0.89, 167.07
16.02, 0.89, 167.07
16.39, 0.89, 167.07
16.52, 0.89, 167.07
16.78, 0.89, 167.07
17.05, 0.89, 167.07
17.18, 0.89, 167.07
17.32, 0.89, 167.07
17.60, 0.89, 167.07
17.46, 0.89, 167.07
17.75, 0.89, 167.07
17.60, 0.90, 167.07
18.04, 0.89, 177.81
18.19, 0.89, 167.07
18.19, 0.89, 177.81
18.19, 0.89, 177.81
18.66, 0.89, 167.07
18.50, 0.90, 177.81
18.81, 0.90, 177.81
19.14, 0.89, 167.07
19.31, 0.90, 177.81
19.82, 0.90, 177.81
19.31, 0.89, 177.81
19.65, 0.89, 177.81
19.65, 0.89, 177.81
19.82, 0.89, 177.81
20.36, 0.89, 188.55
20.18, 0.89, 177.81
20.18, 0.90, 177.81
20.55, 0.89, 188.55
20.55, 0.89, 188.55
20.93, 0.90, 188.55
20.74, 0.90, 188.55
21.12, 0.89, 188.55
21.32, 0.89, 188.55
21.12, 0.90, 177.81
21.12, 0.90, 177.81
21.12, 0.90, 177.81
21.32, 0.90, 177.81
21.52, 0.90, 177.81
21.73, 0.90, 177.81
22.15, 0.89, 177.81
21.94, 0.90, 177.81
21.94, 0.89, 177.81
21.12, 0.89, 177.81
22.15, 0.90, 177.81
22.15, 0.90, 177.81
22.15, 0.90, 177.81
21.94, 0.90, 177.81
22.58, 0.90, 177.81
22.81, 0.90, 177.81
23.03, 0.90, 177.81
22.81, 0.90, 188.55
23.27, 0.90, 188.55
23.27, 0.90, 188.55
23.27, 0.90, 188.55
23.27, 0.90, 188.55
23.98, 0.90, 188.55
23.98, 0.90, 188.55
23.50, 0.90, 188.55
23.98, 0.90, 188.55
23.98, 0.90, 188.55
23.98, 0.90, 188.55
24.23, 0.90, 188.55
23.98, 0.90, 177.81
23.74, 0.90, 177.81
24.74, 0.90, 177.81
24.49, 0.90, 177.81
24.74, 0.90, 177.81
25.27, 0.90, 177.81
24.74, 0.90, 177.81
25.01, 0.90, 188.55
25.27, 0.90, 188.55
25.55, 0.90, 188.55
25.01, 0.90, 188.55
25.83, 0.90, 188.55
25.83, 0.90, 188.55
26.11, 0.90, 199.30
26.11, 0.90, 188.55
26.11, 0.90, 188.55
26.11, 0.90, 188.55
26.11, 0.90, 188.55
25.83, 0.90, 188.55
25.55, 0.89, 177.81
25.55, 0.90, 177.81
26.11, 0.90, 177.81
26.70, 0.90, 177.81
26.70, 0.91, 177.81
26.40, 0.91, 177.81
26.70, 0.90, 177.81
26.70, 0.90, 177.81
26.40, 0.90, 177.81
25.83, 0.90, 177.81
27.00, 0.90, 177.81
27.00, 0.90, 177.81
26.40, 0.90, 177.81
26.40, 0.90, 167.07
26.40, 0.90, 167.07
27.00, 0.90, 167.07
27.30, 0.90, 167.07
27.30, 0.90, 167.07
26.70, 0.89, 167.07
26.11, 0.89, 167.07
25.83, 0.89, 167.07
25.83, 0.90, 167.07
24.49, 0.90, 167.07
25.27, 0.90, 167.07
24.74, 0.90, 167.07
24.74, 0.90, 167.07
25.01, 0.90, 167.07
24.49, 0.89, 167.07
24.49, 0.90, 167.07
24.74, 0.89, 177.81
25.27, 0.89, 177.81
25.55, 0.90, 177.81
25.27, 0.90, 177.81
25.55, 0.90, 177.81
25.27, 0.90, 177.81
25.27, 0.90, 177.81
25.01, 0.90, 177.81
25.55, 0.90, 177.81
25.55, 0.89, 177.81
25.55, 0.90, 177.81
25.01, 0.89, 177.81
25.55, 0.90, 167.07
25.01, 0.90, 167.07
25.27, 0.89, 167.07
26.11, 0.89, 167.07
25.55, 0.89, 167.07
25.83, 0.89, 167.07
26.40, 0.89, 167.07
25.01, 0.88, 167.07
25.83, 0.88, 167.07
25.55, 0.88, 167.07
25.55, 0.88, 167.07
25.27, 0.88, 167.07
25.55, 0.86, 167.07
25.01, 0.86, 167.07
25.27, 0.86, 167.07
25.55, 0.86, 167.07
26.11, 0.89, 167.07
25.27, 0.88, 167.07
25.01, 0.88, 167.07
25.27, 0.88, 167.07
25.27, 0.88, 167.07
25.55, 0.88, 167.07
25.83, 0.88, 167.07
25.83, 0.88, 167.07
26.11, 0.88, 167.07
26.11, 0.88, 167.07
25.55, 0.88, 167.07
25.01, 0.88, 167.07
25.55, 0.87, 167.07
25.01, 0.87, 167.07
25.01, 0.88, 167.07
25.27, 0.88, 177.81
25.55, 0.88, 177.81
25.01, 0.88, 177.81
25.55, 0.88, 177.81
25.01, 0.88, 167.07
24.74, 0.87, 167.07
25.27, 0.87, 167.07
25.01, 0.87, 167.07
25.01, 0.87, 177.81
25.01, 0.87, 177.81
24.74, 0.88, 177.81
25.83, 0.88, 177.81
25.55, 0.88, 177.81
25.27, 0.88, 177.81
25.27, 0.87, 177.81
26.40, 0.87, 177.81
26.11, 0.87, 177.81
25.55, 0.87, 177.81
26.40, 0.87, 167.07
25.55, 0.87, 167.07
26.11, 0.87, 167.07
26.11, 0.87, 167.07
26.40, 0.87, 167.07
26.11, 0.87, 167.07
25.83, 0.87, 167.07
26.11, 0.87, 167.07
26.11, 0.87, 167.07
26.11, 0.86, 167.07
25.55, 0.86, 167.07
25.83, 0.86, 167.07
25.27, 0.86, 167.07
25.01, 0.87, 167.07
25.55, 0.86, 167.07
25.55, 0.87, 167.07
25.83, 0.87, 167.07
25.83, 0.87, 167.07
25.83, 0.87, 167.07
26.11, 0.86, 167.07
26.11, 0.86, 167.07
25.55, 0.86, 177.81
25.83, 0.87, 177.81
25.01, 0.87, 177.81
25.55, 0.87, 167.07
25.83, 0.87, 177.81
26.40, 0.87, 177.81
25.83, 0.86, 177.81
25.01, 0.86, 177.81
24.49, 0.86, 167.07
26.11, 0.86, 167.07
26.11, 0.86, 167.07
26.11, 0.86, 167.07
24.74, 0.86, 167.07
26.11, 0.86, 167.07
26.11, 0.86, 167.07
25.83, 0.87, 167.07
25.83, 0.87, 167.07
26.40, 0.87, 156.33
25.83, 0.86, 156.33
25.83, 0.86, 156.33
26.11, 0.85, 156.33
26.40, 0.86, 156.33
25.55, 0.86, 156.33
25.01, 0.86, 156.33
25.83, 0.86, 167.07
26.40, 0.86, 167.07
25.55, 0.86, 167.07
26.40, 0.87, 167.07
26.11, 0.87, 167.07
25.83, 0.86, 156.33
25.55, 0.86, 156.33
26.40, 0.86, 156.33
26.11, 0.86, 167.07
26.70, 0.86, 156.33
27.00, 0.86, 156.33
26.70, 0.87, 156.33
26.11, 0.87, 156.33
27.30, 0.87, 156.33
26.11, 0.87, 156.33
26.40, 0.86, 167.07
27.62, 0.87, 167.07
26.70, 0.87, 167.07
27.30, 0.86, 167.07
26.70, 0.86, 167.07
26.70, 0.87, 167.07
27.00, 0.87, 167.07
27.00, 0.87, 167.07
27.30, 0.87, 167.07
27.00, 0.87, 167.07
27.30, 0.87, 156.33
27.94, 0.88, 156.33
27.30, 0.87, 156.33
27.30, 0.87, 156.33
27.94, 0.87, 156.33
28.27, 0.87, 156.33
27.30, 0.88, 156.33
28.27, 0.87, 167.07
27.94, 0.87, 167.07
28.27, 0.88, 167.07
27.94, 0.88, 167.07
27.94, 0.87, 167.07
27.62, 0.87, 167.07
28.27, 0.88, 167.07
27.62, 0.88, 167.07
27.94, 0.88, 167.07
27.94, 0.88, 167.07
27.94, 0.88, 167.07
28.27, 0.89, 167.07
27.94, 0.89, 167.07
27.94, 0.89, 167.07
27.62, 0.89, 167.07
28.27, 0.89, 167.07
27.62, 0.89, 167.07
27.94, 0.89, 167.07
27.30, 0.89, 167.07
27.62, 0.89, 177.81
27.62, 0.90, 167.07
27.94, 0.90, 167.07
28.27, 0.90, 167.07
27.00, 0.90, 167.07
28.27, 0.90, 167.07
27.94, 0.90, 167.07
27.94, 0.90, 167.07
28.27, 0.90, 167.07
27.94, 0.90, 167.07
27.94, 0.90, 167.07
27.30, 0.90, 156.33
27.94, 0.90, 156.33
27.30, 0.90, 167.07
28.27, 0.91, 156.33
28.27, 0.90, 156.33
27.94, 0.90, 156.33
27.62, 0.90, 156.33
28.27, 0.90, 156.33
27.62, 0.90, 156.33
28.60, 0.90, 156.33
27.30, 0.90, 167.07
27.62, 0.90, 177.81
27.62, 0.90, 177.81
27.62, 0.90, 177.81
27.62, 0.90, 177.81
27.62, 0.90, 177.81
27.62, 0.90, 177.81
27.00, 0.90, 177.81
27.00, 0.90, 177.81
28.27, 0.90, 167.07
28.27, 0.90, 167.07
27.94, 0.90, 156.33
27.94, 0.90, 156.33
27.94, 0.90, 156.33
28.27, 0.90, 156.33
27.94, 0.90, 156.33
28.27, 0.91, 156.33
27.62, 0.90, 156.33
28.27, 0.90, 156.33
27.62, 0.90, 156.33
27.30, 0.90, 156.33
26.70, 0.90, 156.33
27.30, 0.90, 156.33
27.62, 0.90, 156.33
27.94, 0.90, 156.33
27.30, 0.90, 156.33
28.60, 0.90, 156.33
27.30, 0.90, 156.33
27.62, 0.91, 167.07
27.30, 0.91, 167.07
27.94, 0.90, 167.07
27.30, 0.90, 167.07
28.60, 0.90, 167.07
27.30, 0.91, 167.07
27.62, 0.91, 167.07
27.30, 0.90, 167.07
27.94, 0.90, 167.07
28.60, 0.90, 167.07
27.94, 0.91, 156.33
28.60, 0.91, 156.33
28.60, 0.90, 156.33
28.94, 0.90, 156.33
28.60, 0.90, 156.33
28.27, 0.90, 156.33
27.62, 0.90, 156.33
28.27, 0.90, 156.33
27.94, 0.90, 156.33
28.27, 0.90, 156.33
28.27, 0.90, 156.33
28.60, 0.91, 156.33
28.27, 0.90, 156.33
28.27, 0.90, 156.33
27.94, 0.90, 156.33
28.60, 0.89, 156.33
28.60, 0.90, 156.33
28.60, 0.90, 156.33
28.60, 0.90, 156.33
28.27, 0.90, 156.33
28.27, 0.89, 156.33
28.60, 0.86, 156.33
28.60, 0.86, 156.33
29.29, 0.90, 156.33
28.94, 0.90, 156.33
28.27, 0.90, 156.33
28.94, 0.90, 156.33
27.94, 0.90, 156.33
28.27, 0.90, 156.33
28.94, 0.90, 156.33
28.27, 0.90, 156.33
27.94, 0.90, 156.33
27.94, 0.90, 156.33
28.27, 0.90, 156.33
28.94, 0.90, 167.07
28.27, 0.90, 167.07
28.27, 0.90, 167.07
28.94, 0.90, 156.33
28.94, 0.90, 167.07
27.94, 0.90, 167.07
28.94, 0.90, 156.33
27.94, 0.90, 156.33
29.29, 0.90, 156.33
28.60, 0.90, 156.33
28.60, 0.90, 156.33
28.60, 0.90, 156.33
28.94, 0.90, 156.33
29.29, 0.90, 156.33
28.60, 0.90, 156.33
28.60, 0.90, 156.33
29.29, 0.90, 156.33
28.94, 0.90, 156.33
28.27, 0.90, 156.33
28.94, 0.90, 156.33
28.94, 0.90, 156.33
28.27, 0.90, 156.33
28.60, 0.90, 156.33
27.94, 0.90, 156.33
29.29, 0.90, 156.33
28.60, 0.90, 156.33
27.94, 0.90, 156.33
29.29, 0.90, 156.33
29.29, 0.90, 167.07
28.60, 0.91, 156.33
28.27, 0.90, 156.33
29.29, 0.91, 156.33
28.27, 0.90, 156.33
28.60, 0.91, 156.33
28.60, 0.90, 156.33
29.65, 0.90, 156.33
28.60, 0.90, 167.07
28.94, 0.90, 167.07
29.29, 0.90, 167.07
28.94, 0.90, 167.07
29.29, 0.90, 177.81
28.94, 0.90, 177.81
28.60, 0.91, 167.07
29.29, 0.91, 167.07
29.29, 0.91, 167.07
